tag_ID, x, y, position, rotation
66,2,0,4,90
64,3,0,6,180
58,2,1,2,0
153,0,2,4,90
65,0,3,2,0
57,1,3,0,270
263,2,2,4,90
233,3,2,6,180
234,2,3,2,0
232,3,3,0,270
260,4,2,4,90
149,5,2,6,180
61,5,3,0,270
241,3,4,6,180
243,3,5,0,270
242,2,5,2,0
62,0,4,4,90
68,0,5,2,0
238,1,5,0,270
240,1,7,0,270
237,0,6,4,90
